Rk,Season,Team,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%
146,2019-20,SAC,72,31,41,0.431,17455,2943,6364,2029,3853,914,2511,1127,1464,695,2372,3067,1713,556,293,1043,1595,7927,0.462,0.527,0.364,0.77,0.566,0.534
147,2019-20,SAS,71,32,39,0.451,17215,2995,6350,2235,4329,760,2021,1348,1664,640,2530,3170,1751,518,390,895,1377,8098,0.472,0.516,0.376,0.81,0.572,0.531
148,2019-20,TOR,72,53,19,0.736,17380,2897,6331,1902,3668,995,2663,1329,1670,685,2583,3268,1816,636,358,1067,1559,8118,0.458,0.519,0.374,0.796,0.574,0.536
149,2019-20,UTA,72,44,28,0.611,17355,2886,6130,1923,3593,963,2537,1278,1641,656,2577,3233,1615,438,292,1089,1468,8013,0.471,0.535,0.38,0.779,0.585,0.549
150,2019-20,WAS,72,25,47,0.347,17355,2990,6544,2126,4199,864,2345,1394,1770,732,2295,3027,1801,574,309,1020,1634,8238,0.457,0.506,0.368,0.788,0.562,0.523
151,2018-19,ATL,82,29,53,0.354,19855,3392,7524,2325,4490,1067,3034,1443,1918,955,2825,3780,2118,675,419,1397,1932,9294,0.451,0.518,0.352,0.752,0.555,0.522
152,2018-19,BOS,82,49,33,0.598,19780,3451,7423,2419,4594,1032,2829,1282,1598,804,2849,3653,2155,706,435,1019,1670,9216,0.465,0.527,0.365,0.802,0.567,0.534
153,2018-19,CHO,82,39,43,0.476,19830,3297,7362,2320,4579,977,2783,1510,1895,814,2778,3592,1905,591,405,1001,1550,9081,0.448,0.507,0.351,0.797,0.554,0.514
154,2018-19,CHI,82,22,60,0.268,19905,3266,7205,2521,5082,745,2123,1328,1695,718,2799,3517,1796,603,351,1159,1663,8605,0.453,0.496,0.351,0.783,0.541,0.505
155,2018-19,CLE,82,19,63,0.232,19755,3189,7184,2342,4796,847,2388,1342,1694,879,2619,3498,1698,534,195,1106,1642,8567,0.444,0.488,0.355,0.792,0.54,0.503
156,2018-19,DAL,82,33,49,0.402,19780,3182,7122,2160,4120,1022,3002,1541,2076,832,2884,3716,1918,533,351,1167,1650,8927,0.447,0.524,0.34,0.742,0.555,0.519
157,2018-19,DEN,82,54,28,0.659,19730,3439,7384,2536,4813,903,2571,1294,1714,972,2832,3804,2245,634,363,1102,1644,9075,0.466,0.527,0.351,0.755,0.558,0.527
158,2018-19,DET,82,41,41,0.5,19855,3185,7238,2192,4384,993,2854,1415,1893,936,2752,3688,1845,569,331,1135,1811,8778,0.44,0.5,0.348,0.747,0.544,0.509
159,2018-19,GSW,82,57,25,0.695,19805,3612,7361,2525,4537,1087,2824,1339,1672,797,2990,3787,2413,625,525,1169,1757,9650,0.491,0.557,0.385,0.801,0.596,0.565
160,2018-19,HOU,82,53,29,0.646,19830,3218,7163,1895,3442,1323,3721,1582,2001,836,2613,3449,1741,700,405,1094,1803,9341,0.449,0.551,0.356,0.791,0.581,0.542
161,2018-19,IND,82,48,34,0.585,19705,3390,7135,2611,5054,779,2081,1298,1727,762,2766,3528,2128,713,404,1122,1594,8857,0.475,0.517,0.374,0.752,0.561,0.53
162,2018-19,LAC,82,48,34,0.585,19830,3384,7178,2563,5060,821,2118,1853,2340,796,2936,3732,1970,561,385,1193,1913,9442,0.471,0.507,0.388,0.792,0.575,0.529
163,2018-19,LAL,82,37,45,0.451,19780,3491,7425,2644,4884,847,2541,1336,1910,835,2985,3820,2096,618,440,1284,1701,9165,0.47,0.541,0.333,0.699,0.554,0.527
164,2018-19,MEM,82,33,49,0.402,19880,3113,6924,2302,4556,811,2368,1453,1882,723,2703,3426,1963,684,448,1147,1801,8490,0.45,0.505,0.342,0.772,0.548,0.508
165,2018-19,MIA,82,39,43,0.476,19730,3251,7218,2323,4560,928,2658,1238,1782,921,2879,3800,1991,627,448,1208,1712,8668,0.45,0.509,0.349,0.695,0.542,0.515
166,2018-19,MIL,82,60,22,0.732,19780,3555,7471,2450,4337,1105,3134,1471,1904,762,3316,4078,2136,615,486,1137,1608,9686,0.476,0.565,0.353,0.773,0.583,0.55
167,2018-19,MIN,82,36,46,0.439,19830,3413,7483,2586,5126,827,2357,1570,1995,923,2750,3673,2018,683,411,1074,1664,9223,0.456,0.504,0.351,0.787,0.552,0.511
168,2018-19,BRK,82,42,40,0.512,19980,3301,7358,2254,4393,1047,2965,1555,2088,900,2919,3819,1954,539,339,1236,1763,9204,0.449,0.513,0.353,0.745,0.556,0.52
169,2018-19,NOP,82,33,49,0.402,19755,3581,7563,2739,5114,842,2449,1462,1921,909,2969,3878,2216,610,441,1215,1732,9466,0.473,0.536,0.344,0.761,0.563,0.529
170,2018-19,NYK,82,17,65,0.207,19780,3134,7241,2311,4820,823,2421,1484,1956,857,2811,3668,1646,557,422,1151,1713,8575,0.433,0.479,0.34,0.759,0.529,0.49
171,2018-19,OKC,82,49,33,0.598,19855,3497,7706,2565,5029,932,2677,1461,2049,1031,2911,3942,1917,766,425,1145,1839,9387,0.454,0.51,0.348,0.713,0.545,0.514
172,2018-19,ORL,82,42,40,0.512,19780,3316,7307,2379,4674,937,2633,1231,1575,822,2902,3724,2095,543,445,1082,1526,8800,0.454,0.509,0.356,0.782,0.55,0.518
173,2018-19,PHI,82,51,31,0.622,19805,3407,7233,2518,4759,889,2474,1742,2258,892,3025,3917,2207,606,432,1223,1745,9445,0.471,0.529,0.359,0.771,0.574,0.532
174,2018-19,PHO,82,19,63,0.232,19880,3289,7164,2499,4764,790,2400,1447,1858,748,2563,3311,1957,735,418,1279,1932,8815,0.459,0.525,0.329,0.779,0.552,0.514
175,2018-19,POR,82,53,29,0.646,19855,3470,7427,2566,4907,904,2520,1558,1914,967,2968,3935,1887,546,413,1135,1669,9402,0.467,0.523,0.359,0.814,0.568,0.528
176,2018-19,SAC,82,39,43,0.476,19730,3541,7637,2614,5182,927,2455,1354,1865,906,2819,3725,2083,679,363,1095,1751,9363,0.464,0.504,0.378,0.726,0.554,0.524
177,2018-19,SAS,82,48,34,0.585,19805,3468,7248,2656,5177,812,2071,1408,1720,757,2910,3667,2013,501,386,992,1487,9156,0.478,0.513,0.392,0.819,0.572,0.534
178,2018-19,TOR,82,58,24,0.707,19880,3460,7305,2445,4534,1015,2771,1449,1803,786,2920,3706,2085,680,437,1150,1724,9384,0.474,0.539,0.366,0.804,0.579,0.543
179,2018-19,UTA,82,50,32,0.61,19755,3314,7082,2321,4293,993,2789,1540,2092,820,2981,3801,2133,663,483,1240,1728,9161,0.468,0.541,0.356,0.736,0.572,0.538
180,2018-19,WAS,82,32,50,0.39,19930,3456,7387,2526,4656,930,2731,1508,1963,794,2679,3473,2154,683,379,1154,1701,9350,0.468,0.543,0.341,0.768,0.567,0.531
181,2017-18,ATL,82,24,58,0.293,19705,3130,7015,2213,4471,917,2544,1298,1654,743,2693,3436,1946,638,348,1276,1606,8475,0.446,0.495,0.36,0.785,0.547,0.512
182,2017-18,BOS,82,55,27,0.671,19805,3141,6975,2202,4483,939,2492,1308,1697,767,2878,3645,1842,604,373,1149,1618,8529,0.45,0.491,0.377,0.771,0.552,0.518
183,2017-18,CHO,82,36,46,0.439,19780,3197,7106,2373,4873,824,2233,1656,2216,827,2901,3728,1770,559,373,1041,1409,8874,0.45,0.487,0.369,0.747,0.549,0.508
184,2017-18,CHI,82,27,55,0.329,19855,3170,7285,2264,4736,906,2549,1194,1574,790,2873,3663,1923,626,289,1147,1571,8440,0.435,0.478,0.355,0.759,0.529,0.497
185,2017-18,CLE,82,50,32,0.61,19730,3311,6950,2330,4314,981,2636,1488,1909,694,2761,3455,1916,582,312,1126,1524,9091,0.476,0.54,0.372,0.779,0.584,0.547
186,2017-18,DAL,82,24,58,0.293,19805,3128,7042,2161,4354,967,2688,1167,1530,666,2717,3383,1858,578,310,1008,1578,8390,0.444,0.496,0.36,0.763,0.544,0.513
187,2017-18,DEN,82,46,36,0.561,19880,3338,7102,2398,4566,940,2536,1404,1830,902,2748,3650,2059,627,404,1227,1533,9020,0.47,0.525,0.371,0.767,0.57,0.536
188,2017-18,DET,82,39,43,0.476,19805,3208,7129,2322,4756,886,2373,1207,1621,830,2756,3586,1868,628,317,1103,1508,8509,0.45,0.488,0.373,0.745,0.543,0.512
189,2017-18,GSW,82,58,24,0.707,19730,3509,6981,2583,4611,926,2370,1360,1668,691,2877,3568,2402,656,612,1267,1607,9304,0.503,0.56,0.391,0.815,0.603,0.569
190,2017-18,HOU,82,65,17,0.793,19755,3174,6906,1918,3436,1256,3470,1609,2061,739,2825,3564,1767,699,392,1135,1597,9213,0.46,0.558,0.362,0.781,0.59,0.551
191,2017-18,IND,82,48,34,0.585,19755,3345,7083,2604,5073,741,2010,1225,1573,788,2684,3472,1819,721,340,1089,1544,8656,0.472,0.513,0.369,0.779,0.557,0.525
192,2017-18,LAC,82,42,40,0.512,19705,3302,7004,2525,4808,777,2196,1556,2095,832,2766,3598,1832,628,373,1204,1638,8937,0.471,0.525,0.354,0.743,0.564,0.527
193,2017-18,LAL,82,35,47,0.427,19905,3338,7248,2516,4864,822,2384,1364,1910,876,2927,3803,1949,633,388,1295,1736,8862,0.461,0.517,0.345,0.714,0.548,0.517
194,2017-18,MEM,82,22,60,0.268,19705,3013,6788,2255,4636,758,2152,1361,1732,779,2544,3323,1767,613,396,1227,1900,8145,0.444,0.486,0.352,0.786,0.539,0.5
195,2017-18,MIA,82,44,38,0.537,19930,3184,6997,2281,4491,903,2506,1209,1601,763,2801,3564,1862,620,437,1179,1648,8480,0.455,0.508,0.36,0.755,0.551,0.52
196,2017-18,MIL,82,44,38,0.537,19830,3257,6807,2539,4783,718,2024,1499,1915,688,2579,3267,1905,722,443,1134,1752,8731,0.478,0.531,0.355,0.783,0.571,0.531
197,2017-18,MIN,82,47,35,0.573,19805,3365,7063,2707,5218,658,1845,1592,1980,848,2593,3441,1861,689,345,1021,1495,8980,0.476,0.519,0.357,0.804,0.566,0.523
198,2017-18,BRK,82,28,54,0.341,19855,3136,7114,2095,4190,1041,2924,1428,1850,792,2852,3644,1941,512,390,1245,1688,8741,0.441,0.5,0.356,0.772,0.551,0.514
199,2017-18,NOP,82,48,34,0.585,19955,3500,7241,2663,4929,837,2312,1324,1716,712,2924,3636,2195,657,485,1223,1570,9161,0.483,0.54,0.362,0.772,0.573,0.541
200,2017-18,NYK,82,29,53,0.354,19830,3334,7193,2661,5279,673,1914,1225,1557,859,2752,3611,1912,552,421,1207,1682,8566,0.464,0.504,0.352,0.787,0.544,0.51
201,2017-18,OKC,82,48,34,0.585,19830,3271,7221,2390,4730,881,2491,1421,1985,1024,2671,3695,1750,743,412,1147,1653,8844,0.453,0.505,0.354,0.716,0.546,0.514
202,2017-18,ORL,82,25,57,0.305,19730,3182,7042,2338,4637,844,2405,1271,1678,722,2692,3414,1921,622,400,1192,1579,8479,0.452,0.504,0.351,0.757,0.545,0.512
203,2017-18,PHI,82,52,30,0.634,19780,3349,7098,2448,4653,901,2445,1405,1868,893,2996,3889,2221,682,420,1353,1811,9004,0.472,0.526,0.369,0.752,0.568,0.535
204,2017-18,PHO,82,21,61,0.256,19705,3153,7141,2390,4855,763,2286,1453,1962,842,2776,3618,1743,569,370,1289,1807,8522,0.442,0.492,0.334,0.741,0.532,0.495
